"tractid","total_population00","white_alone00","educational_attainment00","median_income00","median_rent00","income_category00","non_white00","total_population20","median_income20","median_home_value20","educational_attainment20","white_alone20","black_alone20","native_alone20","asian_alone20","native_hawaiian_pacific_islander20","some_other_race_alone20","two_or_more20","hispanic_or_latino20","income_category20","non_white_population20"
36081062200,2299,98,387,61785,749,"High Income",2201,1841,82050,426200,581,19,1594,0,8,0,0,11,209,"High Income",1822
36081062300,1679,1614,238,55820,772,"Moderate Income",65,2137,79813,503900,317,1390,0,0,17,0,0,0,730,"High Income",747
36081062500,2142,1804,220,56034,755,"Moderate Income",338,2807,76250,544400,451,1775,43,0,80,0,0,16,893,"High Income",1032
36081062600,2684,12,345,63141,868,"High Income",2672,3091,80441,393700,479,20,2730,13,14,0,55,48,224,"High Income",3084
36081062700,2620,2249,341,53250,726,"Moderate Income",371,2901,69293,548300,311,1605,8,0,63,0,0,0,1225,"High Income",1296
36081062900,2657,2068,169,42813,735,"Moderate Income",589,2996,72926,478700,554,1963,5,0,254,0,0,53,721,"High Income",1033
36081063000,1807,17,259,65444,1041,"High Income",1790,1634,83700,407300,363,13,1497,0,0,0,1,27,96,"High Income",1621
36081063302,1318,1197,156,49957,811,"Moderate Income",121,1578,63380,546100,279,1134,0,0,4,0,0,19,421,"High Income",444
36081063500,2388,2273,340,61683,855,"High Income",115,2609,54865,615000,494,1852,14,0,24,0,5,30,684,"Moderate Income",757
36081063700,3721,2935,603,58536,905,"Moderate Income",786,3345,95000,603500,728,2187,153,0,234,0,0,26,745,"Very High Income",1158
36081063900,2719,2080,448,55227,697,"Moderate Income",639,2965,64526,487900,685,1874,70,0,242,0,0,67,712,"High Income",1091
36081064600,3108,65,549,64750,764,"High Income",3043,3410,85000,442700,567,22,3074,10,0,0,8,63,243,"High Income",3398
36081065000,3027,81,417,66705,827,"High Income",2946,3100,87417,428600,733,79,2727,25,0,0,7,63,199,"High Income",3021
36081065600,4373,678,480,60804,1003,"High Income",3695,5816,78314,465100,1174,124,5069,0,161,0,60,168,234,"High Income",5692
36081066000,3202,366,432,66429,962,"High Income",2836,3724,96150,443700,567,193,3154,93,18,0,0,7,317,"Very High Income",3589
36081066900,1767,1638,383,64423,887,"High Income",129,1584,75664,633000,490,1431,0,0,98,0,0,0,55,"High Income",153
36081067700,1907,1654,425,80871,874,"High Income",253,1765,92750,642400,558,1436,24,0,214,0,0,0,91,"Very High Income",329
36081068200,1384,62,231,65000,1167,"High Income",1322,1109,87750,387400,194,9,922,0,26,0,4,4,144,"High Income",1100
36081068300,4781,795,1041,42497,792,"Moderate Income",3986,3991,52005,287500,1396,542,402,0,1860,0,0,16,1171,"Moderate Income",3449
36081069300,2835,1417,751,42315,871,"Moderate Income",1418,3012,47951,294200,1051,1182,280,32,856,0,17,20,657,"Moderate Income",1862
36081069500,2296,1254,773,61970,823,"High Income",1042,2029,57225,695400,715,965,17,0,593,0,0,15,439,"Moderate Income",1064
36081070300,2215,1451,670,62059,848,"High Income",764,2104,61797,649400,511,961,43,0,609,0,12,12,467,"High Income",1143
36081071100,5489,3509,2247,61087,863,"High Income",1980,6660,74573,283700,2735,3375,70,76,1807,68,12,326,926,"High Income",3285
36081073700,1849,1348,949,86527,846,"High Income",501,1803,65650,592400,1077,1152,17,0,385,0,0,77,172,"High Income",651
36081076901,3520,2277,1399,79191,967,"High Income",1243,4132,81985,309400,2342,1944,178,0,1365,0,0,93,552,"High Income",2188
36081077902,5389,4436,1543,65142,964,"High Income",953,5235,87450,638400,1929,4434,52,0,545,0,0,40,164,"High Income",801
36081077905,2411,1088,1028,63276,804,"High Income",1323,2692,73750,233600,1244,1004,294,0,569,0,0,24,801,"High Income",1688
36081079900,3196,1100,594,60588,952,"High Income",2096,3229,48603,725300,459,389,0,30,2119,0,82,0,639,"Moderate Income",2870
36081080301,4083,1329,708,46318,841,"Moderate Income",2754,4604,53938,651600,563,813,78,11,2631,0,0,88,994,"Moderate Income",3802
36081080302,2711,1243,527,71414,764,"High Income",1468,3475,59609,681600,682,656,38,0,2199,0,0,0,582,"Moderate Income",2819
36081083700,5412,1550,1048,57675,858,"Moderate Income",3862,5640,52708,633400,786,511,2,34,4511,0,6,85,491,"Moderate Income",5129
36081084500,4883,918,870,40565,755,"Moderate Income",3965,5222,26926,600900,562,260,524,0,3516,0,0,26,896,"Low Income",4962
36081084601,2809,895,331,58594,804,"Moderate Income",1914,3102,80694,575600,560,667,198,45,1015,0,372,113,722,"High Income",2465
36081085500,7135,934,1236,36297,772,"Moderate Income",6201,6537,36275,276400,1180,372,389,0,4281,39,43,114,1299,"Moderate Income",6165
36081085700,6207,947,1072,31431,779,"Moderate Income",5260,5346,37692,360700,825,286,122,92,3912,0,0,61,965,"Moderate Income",5152
36081086100,2500,635,468,39667,802,"Moderate Income",1865,2082,39677,342600,362,178,17,0,1532,0,5,19,331,"Moderate Income",1904
36081086300,7207,849,1146,36714,803,"Moderate Income",6358,6722,39955,358500,961,419,102,0,5360,33,0,14,794,"Moderate Income",6303
36081086400,2496,831,252,63750,823,"High Income",1665,3001,62039,462100,483,318,233,2,949,0,158,65,1278,"High Income",2685
36081087100,1870,172,184,30115,533,"Moderate Income",1698,2350,41612,754400,335,123,652,0,1090,0,0,85,400,"Moderate Income",2227
36081088901,8595,3371,1471,44283,547,"Moderate Income",5224,11133,49167,238100,2366,1839,227,0,6052,0,0,38,2977,"Moderate Income",9294
36081089200,8746,8175,1253,65924,724,"High Income",571,7664,89130,672000,1910,6565,75,0,197,0,35,96,696,"High Income",1099
36081091601,544,538,131,73578,396,"High Income",6,3702,99792,556400,1251,3476,11,0,9,0,26,0,180,"Very High Income",226
36081092800,3391,3177,1333,95101,993,"Very High Income",214,3470,139226,831300,1624,3393,0,0,11,0,0,0,66,"Very High Income",77
36081092900,5375,3114,697,61020,870,"High Income",2261,6536,55488,587700,1026,1370,86,0,1630,0,40,163,3247,"Moderate Income",5166
36081093800,5961,4773,1113,54087,649,"Moderate Income",1188,5240,49245,141500,892,3661,563,0,178,0,0,24,814,"Moderate Income",1579
36081093900,3085,1886,563,54936,928,"Moderate Income",1199,5042,73796,582300,977,1411,185,22,1853,0,15,0,1578,"High Income",3653
36081094201,2116,704,213,28161,641,"Low Income",1412,3242,60385,460600,560,771,900,124,123,0,0,0,1395,"High Income",2542
36081094500,5470,3754,1012,71069,964,"High Income",1716,3896,80568,767700,863,1939,35,0,791,0,0,132,999,"High Income",1957
36081098700,2611,2052,516,55515,958,"Moderate Income",559,2519,69242,649500,605,1867,52,0,305,0,21,40,234,"High Income",652
36081099100,6462,5389,1770,73443,838,"High Income",1073,7051,99440,457600,2725,4785,0,0,1296,0,30,257,683,"Very High Income",2266
36081099701,2924,2358,727,61598,858,"High Income",566,2717,74922,520100,1183,2000,2,8,417,0,0,15,283,"High Income",725
36081102900,3406,2569,613,55978,943,"Moderate Income",837,3827,64656,628600,773,2704,71,0,586,15,0,75,376,"High Income",1123
36081103300,4149,3283,700,66017,962,"High Income",866,4374,88438,754100,1071,2449,0,24,1361,0,9,51,504,"High Income",1949
36081107201,1655,1571,123,61742,850,"High Income",84,2231,82727,389300,381,2067,4,0,21,0,0,10,129,"High Income",164
36081111300,2522,1703,795,87955,1032,"High Income",819,2596,85938,828500,867,1271,10,0,946,0,0,28,341,"High Income",1325
36081112900,2248,1603,639,73344,996,"High Income",645,2131,87204,594300,907,1342,75,0,585,0,0,10,119,"High Income",789
36081113300,1733,1263,429,65370,921,"High Income",470,1788,90563,548700,660,914,0,0,432,0,0,63,379,"Very High Income",874
36081114100,2436,1804,611,77381,985,"High Income",632,2469,120347,741500,858,1130,31,0,996,0,8,54,250,"Very High Income",1339
36081115100,1209,838,391,89620,864,"High Income",371,1167,73487,843400,315,535,0,0,418,0,0,50,164,"High Income",632
36081115500,2172,837,474,52656,789,"Moderate Income",1335,2440,52386,702400,291,397,50,46,1169,0,5,10,803,"Moderate Income",2083
36081115700,3465,1140,946,57942,813,"Moderate Income",2325,3423,52014,676700,680,654,102,0,2446,0,0,58,163,"Moderate Income",2769
36081118500,2051,657,400,37813,850,"Moderate Income",1394,2207,43938,689400,346,158,37,0,1294,0,0,25,693,"Moderate Income",2049
36081118700,2512,598,446,45223,862,"Moderate Income",1914,2341,38875,860600,363,239,3,0,1499,0,0,14,586,"Moderate Income",2102
36081119100,2987,1131,607,44118,903,"Moderate Income",1856,3314,44444,830500,373,235,0,0,1929,0,0,82,1068,"Moderate Income",3079
36081119300,2428,1050,332,42159,850,"Moderate Income",1378,1956,46250,795100,492,355,36,0,1288,0,15,22,240,"Moderate Income",1601
36081119500,1303,887,164,68125,937,"High Income",416,1390,81518,640300,295,363,44,44,520,0,0,46,373,"High Income",1027
36081120100,1609,320,320,35921,858,"Moderate Income",1289,1791,46731,724700,200,202,72,0,1343,0,26,8,140,"Moderate Income",1589
36081120300,1703,481,454,61389,925,"High Income",1222,1494,73512,737500,338,332,0,0,976,0,0,27,159,"High Income",1162
36081121500,4275,1438,889,49173,877,"Moderate Income",2837,4543,64500,640300,982,615,178,0,2866,0,0,33,851,"High Income",3928
36081122701,9422,5080,1601,54069,595,"Moderate Income",4342,11979,56936,521600,2262,3183,920,24,3839,0,114,132,3791,"Moderate Income",8820
36081122702,6520,2214,649,27996,415,"Low Income",4306,8227,28220,578600,1244,1762,1972,0,1222,0,0,222,3049,"Low Income",6465
36081124700,3643,2166,1106,81271,1005,"High Income",1477,3403,72750,670500,1184,1976,43,0,1269,0,0,0,115,"High Income",1427
36081129102,3812,2500,1358,79113,711,"High Income",1312,3790,109911,805300,1423,2102,4,0,1321,0,0,112,251,"Very High Income",1688
36081136700,5530,3135,1573,56640,938,"Moderate Income",2395,6164,66486,295200,1536,2038,40,0,2835,0,0,79,1172,"High Income",4126
36081138501,4777,2053,1337,67370,1326,"High Income",2724,4625,65204,844300,1224,1498,49,23,2825,0,0,30,200,"High Income",3127
36081140300,2281,1147,387,60125,1217,"High Income",1134,2140,64400,646700,672,664,0,0,1231,0,0,21,224,"High Income",1476
36081142900,3657,2375,901,71435,1083,"High Income",1282,3444,84464,675500,964,1467,0,13,1682,0,0,42,253,"High Income",1990
36081143500,2293,1328,523,68352,914,"High Income",965,2246,74286,7e+05,739,809,0,0,1229,0,8,49,151,"High Income",1437
36081145101,1436,1002,323,70625,1000,"High Income",434,1520,86023,689100,518,771,0,0,609,0,0,12,128,"High Income",749
36081145102,2739,1084,533,60592,935,"High Income",1655,2539,81458,640000,587,671,180,0,1441,0,0,53,194,"High Income",1868
36081146700,2690,1810,757,58750,763,"Moderate Income",880,3002,72027,677100,939,1412,1,0,1256,0,0,10,323,"High Income",1590
36081147100,3079,1892,944,70000,1028,"High Income",1187,3403,79096,616700,1306,1353,21,0,1431,0,19,67,512,"High Income",2050
36081152902,5162,3858,1575,66884,700,"High Income",1304,4926,70768,253400,1816,2177,85,0,2109,0,16,346,193,"High Income",2749
36081157902,3690,1889,932,71013,879,"High Income",1801,4199,109697,621600,1215,1256,49,100,2117,42,41,176,418,"Very High Income",2943
36081161700,4608,2917,888,74428,822,"High Income",1691,4806,92375,512200,1252,2004,322,47,1250,0,0,129,1101,"Very High Income",2849
36005002400,NA,NA,NA,NA,NA,NA,NA,130,0,0,70,60,70,0,0,0,0,0,0,"Low Income",70
36005017100,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36005033400,NA,NA,NA,NA,NA,NA,NA,570,57500,168000,131,92,88,0,9,0,0,0,381,"Moderate Income",478
36005050400,NA,NA,NA,NA,NA,NA,NA,143,50417,0,0,0,5,0,4,0,0,0,134,"Moderate Income",143
36005016300,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36005024900,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36005027600,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,22,7,0,0,0,0,0,7,"Low Income",14
36005028400,NA,NA,NA,NA,NA,NA,NA,595,0,0,53,174,183,5,15,0,0,19,199,"Low Income",421
36005003700,NA,NA,NA,NA,NA,NA,NA,292,0,0,22,56,76,0,0,0,0,0,160,"Low Income",236
36005031900,NA,NA,NA,NA,NA,NA,NA,636,0,0,56,367,78,0,30,0,0,4,157,"Low Income",269
36005011000,NA,NA,NA,NA,NA,NA,NA,113,0,0,27,0,0,0,0,0,0,0,113,"Low Income",113
36005043500,NA,NA,NA,NA,NA,NA,NA,165,41042,0,10,16,92,0,0,0,0,5,52,"Moderate Income",149
36005000100,NA,NA,NA,NA,NA,NA,NA,7411,0,0,119,536,4267,22,125,0,35,55,2371,"Low Income",6875
36027150006,NA,NA,NA,NA,NA,NA,NA,2021,55938,266700,518,1683,43,0,100,0,0,53,142,"Moderate Income",338
36027640001,NA,NA,NA,NA,NA,NA,NA,1319,0,0,58,227,606,19,33,0,0,46,388,"Low Income",1092
36027110005,NA,NA,NA,NA,NA,NA,NA,2053,62852,273600,478,1649,93,0,18,0,0,22,271,"High Income",404
36027200002,NA,NA,NA,NA,NA,NA,NA,1515,79167,356400,488,1304,11,51,23,0,0,60,117,"High Income",262
36027070401,NA,NA,NA,NA,NA,NA,NA,4795,90000,208500,588,3328,204,4,421,0,0,165,673,"High Income",1467
36027140400,NA,NA,NA,NA,NA,NA,NA,5615,118500,289600,2255,4142,297,10,547,0,44,85,500,"Very High Income",1483
36027140700,NA,NA,NA,NA,NA,NA,NA,6542,91368,272400,1889,4760,930,0,382,0,0,40,430,"Very High Income",1782
36027410000,NA,NA,NA,NA,NA,NA,NA,4235,65000,247500,542,2635,410,7,337,0,9,186,651,"High Income",1600
36027140500,NA,NA,NA,NA,NA,NA,NA,2999,58068,241200,686,1719,579,33,245,0,0,50,373,"Moderate Income",1280
36027610000,NA,NA,NA,NA,NA,NA,NA,2050,0,0,21,351,1057,30,29,0,21,59,533,"Low Income",1729
36027220201,NA,NA,NA,NA,NA,NA,NA,3419,36151,166000,326,945,1429,38,15,0,0,290,702,"Moderate Income",2474
36027080104,NA,NA,NA,NA,NA,NA,NA,3718,102039,329000,1155,3289,4,3,153,0,12,21,236,"Very High Income",429
36027190301,NA,NA,NA,NA,NA,NA,NA,3458,78482,273200,868,2502,233,0,63,0,26,126,508,"High Income",956
36027050204,NA,NA,NA,NA,NA,NA,NA,2799,115321,391100,887,2316,56,0,215,0,0,0,212,"Very High Income",483
36027020003,NA,NA,NA,NA,NA,NA,NA,4298,83016,211200,923,3787,112,92,75,0,0,76,248,"High Income",603
36027050104,NA,NA,NA,NA,NA,NA,NA,6824,110273,383000,2241,5704,198,0,399,0,0,305,218,"Very High Income",1120
36027190101,NA,NA,NA,NA,NA,NA,NA,3946,97708,303400,1210,3121,140,18,380,0,0,23,264,"Very High Income",825
36027060301,NA,NA,NA,NA,NA,NA,NA,4308,100357,284400,1163,3366,280,0,101,0,24,130,407,"Very High Income",942
36027040003,NA,NA,NA,NA,NA,NA,NA,3866,50234,262400,559,2648,192,0,11,0,0,79,936,"Moderate Income",1218
36027190204,NA,NA,NA,NA,NA,NA,NA,4776,108688,299900,1399,3569,156,0,515,0,9,38,489,"Very High Income",1207
36027200001,NA,NA,NA,NA,NA,NA,NA,3180,89464,398100,856,2812,145,0,0,0,0,0,223,"High Income",368
36027020004,NA,NA,NA,NA,NA,NA,NA,2732,113092,350300,913,2298,40,29,27,0,0,2,365,"Very High Income",463
36027190203,NA,NA,NA,NA,NA,NA,NA,2607,75956,260300,475,1751,154,0,61,0,134,44,463,"High Income",856
36027140801,NA,NA,NA,NA,NA,NA,NA,2781,95104,246300,858,2180,23,0,243,0,0,49,286,"Very High Income",601
36027130005,NA,NA,NA,NA,NA,NA,NA,2571,80222,250700,618,2154,56,0,0,0,0,0,361,"High Income",417
36027060201,NA,NA,NA,NA,NA,NA,NA,3451,78819,273800,944,2453,273,5,95,0,20,48,557,"High Income",998
36027060400,NA,NA,NA,NA,NA,NA,NA,2127,62917,220500,717,1535,154,0,110,0,0,28,300,"High Income",592
36027060302,NA,NA,NA,NA,NA,NA,NA,2602,103077,341500,938,1501,165,0,768,0,0,37,131,"Very High Income",1101
36027190102,NA,NA,NA,NA,NA,NA,NA,1871,71972,312800,409,1405,107,0,95,0,0,38,226,"High Income",466
36027050103,NA,NA,NA,NA,NA,NA,NA,5594,109464,327700,1574,4916,40,0,109,0,13,69,447,"Very High Income",678
36027220801,NA,NA,NA,NA,NA,NA,NA,3801,37697,279800,1046,2249,671,0,145,0,0,116,620,"Moderate Income",1552
36027220901,NA,NA,NA,NA,NA,NA,NA,4010,47904,179300,556,1564,1761,49,25,0,0,148,505,"Moderate Income",2488
36027221001,NA,NA,NA,NA,NA,NA,NA,3682,76875,217400,1363,2820,616,0,96,6,0,0,144,"High Income",862
36027010000,NA,NA,NA,NA,NA,NA,NA,4314,53736,247500,719,3836,167,8,16,0,0,56,231,"Moderate Income",478
36027120000,NA,NA,NA,NA,NA,NA,NA,2504,56912,240400,387,2346,15,0,6,0,0,12,125,"Moderate Income",158
36027140200,NA,NA,NA,NA,NA,NA,NA,6830,73617,227300,1648,4559,1017,0,249,30,0,190,785,"High Income",2271
36027100000,NA,NA,NA,NA,NA,NA,NA,2997,60536,250300,611,2254,108,0,92,0,0,57,486,"High Income",743
36027220300,NA,NA,NA,NA,NA,NA,NA,4691,30699,146900,455,711,2874,29,27,0,22,55,973,"Moderate Income",3980
36027300000,NA,NA,NA,NA,NA,NA,NA,5416,53654,211900,733,3127,426,164,322,0,0,21,1520,"Moderate Income",2453
36027040001,NA,NA,NA,NA,NA,NA,NA,4643,54217,236400,589,4009,51,0,118,0,0,83,382,"Moderate Income",634
36027060100,NA,NA,NA,NA,NA,NA,NA,4755,87213,332300,1570,2529,594,23,375,1,136,25,1072,"High Income",2226
36027140300,NA,NA,NA,NA,NA,NA,NA,5864,51329,185800,1219,3330,923,0,265,0,77,235,1034,"Moderate Income",2534
36027170000,NA,NA,NA,NA,NA,NA,NA,3784,85536,299900,1102,3301,104,0,87,0,0,64,228,"High Income",483
36027220100,NA,NA,NA,NA,NA,NA,NA,4373,26064,176800,575,2016,1250,0,78,7,42,287,693,"Low Income",2357
36027220700,NA,NA,NA,NA,NA,NA,NA,2426,44233,116200,329,781,1156,4,17,0,4,131,333,"Moderate Income",1645
36027030000,NA,NA,NA,NA,NA,NA,NA,4270,98094,344400,1231,3907,67,0,54,0,0,76,166,"Very High Income",363
36027050102,NA,NA,NA,NA,NA,NA,NA,4103,97083,311300,1115,3461,136,8,81,0,0,33,384,"Very High Income",642
36027070102,NA,NA,NA,NA,NA,NA,NA,3434,59524,2e+05,612,2724,152,29,67,0,9,19,463,"Moderate Income",739
36027090000,NA,NA,NA,NA,NA,NA,NA,2308,64239,330500,730,2079,42,0,20,0,0,96,71,"High Income",229
36027070101,NA,NA,NA,NA,NA,NA,NA,4371,85274,232500,997,3799,125,0,40,6,12,153,236,"High Income",572
36027080103,NA,NA,NA,NA,NA,NA,NA,4906,121518,311000,1562,4011,144,0,312,0,0,6,433,"Very High Income",895
36027180001,NA,NA,NA,NA,NA,NA,NA,4833,93559,336400,1329,4397,89,24,85,0,0,74,188,"Very High Income",460
36027110003,NA,NA,NA,NA,NA,NA,NA,4274,104643,290300,976,3862,99,0,80,0,0,19,214,"Very High Income",412
36027130003,NA,NA,NA,NA,NA,NA,NA,5597,73574,227700,1091,4523,426,0,153,0,72,194,229,"High Income",1074
36027221100,NA,NA,NA,NA,NA,NA,NA,4103,34042,178600,281,1140,1426,0,0,0,38,24,1475,"Moderate Income",2963
36027210101,NA,NA,NA,NA,NA,NA,NA,5380,80694,273200,1742,3091,496,13,214,0,0,291,1275,"High Income",2289
36027210201,NA,NA,NA,NA,NA,NA,NA,3813,64511,222400,862,1679,1107,24,66,0,51,79,814,"High Income",2141
36027210301,NA,NA,NA,NA,NA,NA,NA,4263,69735,256400,933,2712,367,105,80,18,16,263,780,"High Income",1629
36027020005,NA,NA,NA,NA,NA,NA,NA,5353,95842,332500,1387,4678,86,0,116,0,0,62,411,"Very High Income",675
36027050205,NA,NA,NA,NA,NA,NA,NA,5417,94006,361500,1503,4605,20,28,29,0,216,182,337,"Very High Income",812
36027070201,NA,NA,NA,NA,NA,NA,NA,2954,71364,224900,717,2389,194,16,56,0,0,14,285,"High Income",565
36027070301,NA,NA,NA,NA,NA,NA,NA,5661,74005,224000,1064,4729,500,0,235,0,0,27,170,"High Income",932
36027080202,NA,NA,NA,NA,NA,NA,NA,2741,110694,340500,775,2206,148,0,245,0,0,25,117,"Very High Income",535
36027160004,NA,NA,NA,NA,NA,NA,NA,2505,98333,411400,1037,2337,45,0,13,0,0,28,82,"Very High Income",168
36027110004,NA,NA,NA,NA,NA,NA,NA,2009,79625,356300,570,1574,23,0,0,0,0,60,352,"High Income",435
36027080201,NA,NA,NA,NA,NA,NA,NA,4315,103571,263800,1194,3483,235,59,155,0,0,7,423,"Very High Income",879
36027050203,NA,NA,NA,NA,NA,NA,NA,4575,107500,353000,1444,3268,71,32,315,0,0,400,521,"Very High Income",1339
36027160003,NA,NA,NA,NA,NA,NA,NA,2664,81719,360300,870,2353,73,0,56,0,8,14,160,"High Income",311
36027160005,NA,NA,NA,NA,NA,NA,NA,2608,65238,366200,1142,2227,120,0,112,0,0,20,129,"High Income",381
36027060202,NA,NA,NA,NA,NA,NA,NA,4302,69048,238400,758,2908,236,0,140,0,6,204,808,"High Income",1394
36027640002,NA,NA,NA,NA,NA,NA,NA,1467,24375,0,79,365,713,23,13,0,0,3,350,"Low Income",1102
36027190402,NA,NA,NA,NA,NA,NA,NA,3537,82292,278200,793,2462,122,0,135,0,0,56,762,"High Income",1075
36027190401,NA,NA,NA,NA,NA,NA,NA,2127,86250,232900,340,1584,183,3,0,0,0,84,273,"High Income",543
36027130004,NA,NA,NA,NA,NA,NA,NA,1601,96250,286900,443,1442,47,2,13,0,0,9,88,"Very High Income",159
36027140101,NA,NA,NA,NA,NA,NA,NA,5938,76346,201000,583,4073,568,70,213,0,36,167,811,"High Income",1865
36027150005,NA,NA,NA,NA,NA,NA,NA,2681,75880,309000,787,2425,78,26,14,0,9,18,137,"High Income",282
36027150004,NA,NA,NA,NA,NA,NA,NA,3464,87202,281100,1131,3124,85,24,54,0,0,6,195,"High Income",364
36027140602,NA,NA,NA,NA,NA,NA,NA,2877,81875,224800,619,1961,161,0,135,0,0,169,451,"High Income",916
36027150003,NA,NA,NA,NA,NA,NA,NA,3072,59000,246800,487,2446,56,10,200,0,0,76,284,"Moderate Income",626
36047015400,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047054300,NA,NA,NA,NA,NA,NA,NA,347,131250,0,210,208,11,0,29,0,13,10,76,"Very High Income",139
36047017500,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047066600,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047008600,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047070203,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047070202,NA,NA,NA,NA,NA,NA,NA,24,0,0,12,24,0,0,0,0,0,0,0,"Low Income",0
36047085200,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,9,0,0,0,0,0,0,"Low Income",9
36047096000,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047107000,NA,NA,NA,NA,NA,NA,NA,1724,58618,365900,363,22,1171,0,78,0,0,6,447,"Moderate Income",1702
36047040700,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047001800,NA,NA,NA,NA,NA,NA,NA,2022,0,0,145,216,769,28,14,19,0,14,962,"Low Income",1806
36047080800,NA,NA,NA,NA,NA,NA,NA,1338,10729,0,117,97,866,0,141,0,5,21,208,"Low Income",1241
36047990100,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047017700,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36047118000,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36059416201,NA,NA,NA,NA,NA,NA,NA,3700,95865,449600,861,2749,114,54,25,0,17,0,741,"Very High Income",951
36059406202,NA,NA,NA,NA,NA,NA,NA,6756,115750,360600,1130,143,5017,12,58,0,3,293,1242,"Very High Income",6625
36059408700,NA,NA,NA,NA,NA,NA,NA,4663,128144,377200,1160,3531,1,0,366,0,0,105,660,"Very High Income",1132
36059413500,NA,NA,NA,NA,NA,NA,NA,8330,103472,358100,2190,2670,2649,0,256,34,0,220,2501,"Very High Income",5660
36059517901,NA,NA,NA,NA,NA,NA,NA,4890,102598,538000,1747,4449,6,0,86,0,8,72,269,"Very High Income",441
36059521000,NA,NA,NA,NA,NA,NA,NA,4945,102744,409800,1269,4585,0,0,99,0,0,102,159,"Very High Income",360
36059519602,NA,NA,NA,NA,NA,NA,NA,1966,157031,573300,1055,1695,0,0,203,0,37,5,26,"Very High Income",271
36059300600,NA,NA,NA,NA,NA,NA,NA,6751,137414,885200,3416,4601,49,6,1909,0,0,53,139,"Very High Income",2156
36059303700,NA,NA,NA,NA,NA,NA,NA,6860,91096,457700,2000,5050,216,0,820,0,0,0,774,"Very High Income",1810
36059406201,NA,NA,NA,NA,NA,NA,NA,3006,73417,368300,606,752,520,0,540,0,16,88,1090,"High Income",2254
36059410100,NA,NA,NA,NA,NA,NA,NA,5653,103239,456700,2015,4576,429,0,275,0,24,56,293,"Very High Income",1077
36059411902,NA,NA,NA,NA,NA,NA,NA,4107,113424,446000,954,3022,93,0,95,0,0,161,736,"Very High Income",1085
36059414900,NA,NA,NA,NA,NA,NA,NA,6928,117266,443000,2243,5650,49,0,545,0,0,98,586,"Very High Income",1278
36059518300,NA,NA,NA,NA,NA,NA,NA,5876,155435,703700,2489,3938,7,0,1307,0,11,133,480,"Very High Income",1938
36059413600,NA,NA,NA,NA,NA,NA,NA,5770,92386,364600,1305,2486,1139,0,340,0,0,156,1649,"Very High Income",3284
36059416701,NA,NA,NA,NA,NA,NA,NA,4529,92614,493500,1429,3057,67,12,127,0,7,166,1093,"Very High Income",1472
36059519100,NA,NA,NA,NA,NA,NA,NA,6011,91694,403300,1453,3851,162,28,1147,0,0,30,793,"Very High Income",2160
36059520700,NA,NA,NA,NA,NA,NA,NA,4999,113271,421900,1250,4599,127,28,79,0,0,36,158,"Very High Income",428
36059522000,NA,NA,NA,NA,NA,NA,NA,6386,70024,338800,1586,2374,2226,20,154,0,37,153,1442,"High Income",4032
36059410700,NA,NA,NA,NA,NA,NA,NA,6412,90765,392300,1260,2856,779,0,986,0,16,239,1536,"Very High Income",3556
36059412900,NA,NA,NA,NA,NA,NA,NA,6279,102806,364700,1491,1028,3905,0,182,0,32,184,948,"Very High Income",5251
36059409400,NA,NA,NA,NA,NA,NA,NA,4331,122731,411100,1018,3487,25,0,205,0,39,55,520,"Very High Income",844
36059412200,NA,NA,NA,NA,NA,NA,NA,5202,93229,391600,1403,4410,65,0,229,0,0,0,498,"Very High Income",792
36059414002,NA,NA,NA,NA,NA,NA,NA,5117,76250,284600,647,59,2643,135,0,0,45,52,2318,"High Income",5193
36059518600,NA,NA,NA,NA,NA,NA,NA,4240,197153,750200,2238,2825,0,0,1315,0,0,51,49,"Very High Income",1415
